Medio	Pregunta
Facebook	¿Cómo se van a aplicar las pruebas de admisión a especializaciones, maestrías y doctorados? #LaUNALCuenta
Facebook	¿Qué pasará con los estudiantes que obtuvieron la beca de maestría a través del grado de honor?
Facebook	"Con todo respeto, pero pienso que no se resolvió la duda con respecto a las admisiones 2020-2, es exactamente lo mismo que dijo la rectora Dolly en la entrevista en ""Pregunta Yamid"". En conclusión, quedamos en la misma situación, con la misma duda. #LaUNALcuenta"
Facebook	Buenos días quisiera saber en qué fecha se tendra conocimiento para los estudiantes admitidos para el 2020-II
Facebook	Buenos días. Me gustaría saber cómo harán la equivalencia entre los resultados del icfes y los resultados de admisiones pasadas
Facebook	Buenas tardes quisiera saber cuándo dirán quienes fueron admitidos para el semestre 2020-II
Facebook	Buenos días, ¿en la UNAL Bogotá como van a realizar clases de ll semestre 2020 de manera presencial o virtual? Gracias
Youtube	?Buenos días. Quiero aprovechar para preguntarles acerca del cronograma del proceso de admisión para 2020-2.
Youtube	?Me preocupa que debido a la demora de este y al de pronto no pasar a la Unal no pueda escoger otra Universidad para estudiar, ya que casi todas están haciendo cierre de inscripciones.
Youtube	?Gracias #LaUNALCuenta
Youtube	¿cuándo empieza el proceso de admisión para el 2021-1?
Youtube	?Cuándo entregarán el León De Greiff?
Youtube	?Definan si el próximo semestre se hará presencial o no? alguien quiere pensar en los foráneos
Youtube	?Qué obras de infraestructura vienen para el futuro en la sede Bogotá? ¿Hay algún lugar donde se pueda encontrar el plan de inversión de la sede?
Youtube	?¿La UNAL ha considerado implementar una forma de cursos cortos tipo Harvard?, en este tipo de formación participó el actual Alcalde de Medellín y el presidente Duque.
